Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,LSLG,LISO,LK/9,xR,RwOBA,RSLG,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Wade LeBlanc,$4.4K,L,SEA,SP,TEX,,,,,-2100,5,7.5,-141,4.04,-0.7,4,0.340,0.475,0.188,1.90,5,0.274,0.372,0.148,6.20,58,3.80,0.00,0.17,0.303,4.30,0.00,0.00,15.07,3.43
Shane Bieber,$4.2K,R,CLE,SP,@ MIN,,,,,-1800,4,9.5,-124,4.94,0.22,0,0.000,0.000,0.000,0.00,0,0.000,0.000,0.000,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,0.00,13.47,3.21
Mike Minor,$4.4K,L,TEX,SP,@ SEA,,,,,-2500,7,7.5,127,3.46,-0.3,3,0.209,0.252,0.079,3.40,6,0.329,0.468,0.213,7.10,71,2.95,0.00,0.15,0.289,5.80,0.00,0.00,14.09,3.2
Wei-Yin Chen,$4.7K,L,MIA,SP,@ SDP,,,,,-1500,1,7.5,116,3.54,0.06,1,0.258,0.375,0.156,2.20,8,0.319,0.439,0.218,4.40,15,4.27,0.00,0.17,0.312,4.20,0.00,0.00,12.05,2.56
Jose Quintana,$8.1K,L,CHC,SP,@ NYM,,,,,-200,3,8.0,-163,4.49,0.1,4,0.241,0.311,0.108,2.50,5,0.323,0.427,0.181,8.20,40,3.37,0.00,0.21,0.287,5.70,0.00,0.00,20.59,2.54
Andrew Heaney,$7.0K,L,LAA,SP,@ DET,,,,,-900,2,10.0,-183,5.79,0.03,0,0.282,0.340,0.076,1.60,9,0.358,0.534,0.284,8.80,13,3.21,0.00,0.33,0.358,8.80,0.00,0.00,16.77,2.4
Jordan Lyles,$6.6K,R,SDP,SP,MIA,,,,,-500, ,7.5,-131,3.96,-0.06,4,0.363,0.495,0.204,3.30,5,0.355,0.510,0.227,5.20,53,4.00,0.00,0.27,0.359,4.30,0.00,0.00,14.05,2.13
Sean Newcomb,$8.5K,L,ATL,SP,WAS,,,,,-300,4,8.5,-116,4.36,-0.01,2,0.329,0.413,0.168,2.50,7,0.307,0.365,0.129,7.70,28,3.85,0.00,0.13,0.312,6.50,0.00,0.00,18.08,2.13
Drew Pomeranz,$6.2K,L,BOS,SP,@ HOU,,,,,-100,-2,8.5,167,3.58,-0.06,1,0.336,0.401,0.111,2.40,8,0.326,0.428,0.171,7.20,38,3.78,0.00,0.21,0.327,6.60,0.00,0.00,13.19,2.13
Daniel Mengden,$7.0K,R,OAK,SP,TBR,,,,,-1100,3,7.5,-138,4.02,-0.28,3,0.242,0.353,0.136,3.30,6,0.289,0.398,0.160,3.60,16,3.90,0.00,0.15,0.273,3.50,0.00,0.00,14.63,2.09
Ryne Stanek,$4.6K,R,TBR,SP,@ OAK,,,,,-900,-2,7.5,124,3.48,-0.22,4,0.255,0.267,0.023,7.40,5,0.451,0.716,0.430,10.00,26,2.86,0.00,0.33,0.364,8.80,0.00,0.00,9.12,1.98
Lance McCullers,$11.0K,R,HOU,SP,BOS,,,,,2000,1,8.5,-184,4.92,-0.44,7,0.258,0.299,0.099,5.50,2,0.319,0.400,0.141,5.50,32,3.69,0.00,0.20,0.272,5.50,0.00,0.00,21.19,1.93
Aaron Nola,$12.2K,R,PHI,SP,@ LAD,,,,,2700, ,6.5,144,2.88,0.02,6,0.299,0.369,0.121,4.00,3,0.257,0.339,0.122,5.80,37,3.28,0.00,0.17,0.285,4.60,0.00,0.00,22.52,1.85
Ryan Carpenter,$5.4K,L,DET,SP,LAA,,,,,-300,-3,10.0,167,4.21,0.47,1,0.481,0.778,0.445,0.00,8,0.312,0.286,0.000,1.80,1,6.23,0.00,0.33,0.331,1.60,0.00,0.00,9.74,1.8
Trevor Williams,$8.6K,R,PIT,SP,@ STL,,,,,1900,-7,8.5,117,4.01,0.49,3,0.311,0.384,0.112,2.80,6,0.293,0.383,0.164,4.00,42,4.29,0.00,0.16,0.299,3.60,0.00,0.00,14.77,1.72
Clayton Kershaw,$14.4K,L,LAD,SP,PHI,,,,,3400, ,6.5,-159,3.62,-0.02,2,0.300,0.438,0.198,2.20,7,0.252,0.350,0.148,9.40,33,2.54,0.00,0.30,0.263,7.80,0.00,0.00,24.19,1.68
Tanner Roark,$11.4K,R,WAS,SP,@ ATL,,,,,2800,-2,8.5,105,4.14,0.01,7,0.339,0.458,0.193,4.20,2,0.255,0.314,0.104,4.50,39,3.80,0.00,0.19,0.320,4.20,0.00,0.00,18.07,1.59
Jack Flaherty,$10.9K,R,STL,SP,PIT,,,,,3200,-4,8.5,-131,4.49,0.01,4,0.322,0.415,0.160,3.60,5,0.271,0.344,0.129,6.50,10,3.45,0.00,0.19,0.294,5.20,0.00,0.00,17.22,1.58
Jake Odorizzi,$9.4K,R,MIN,SP,CLE,,,,,1900,-4,9.5,109,4.56,0.28,7,0.302,0.426,0.217,3.60,2,0.326,0.456,0.221,5.60,36,3.93,0.00,0.23,0.307,4.10,0.00,0.00,13.32,1.42
Seth Lugo,$5.9K,R,NYM,SP,CHC,,,,,400,-6,8.0,148,3.51,-0.1,6,0.311,0.403,0.138,3.90,3,0.322,0.450,0.177,4.50,36,3.64,0.00,0.17,0.315,4.10,0.00,0.00,8.05,1.36
